Velocity:x,Velocity:y,Velocity:z,Position:x,Position:y,Position:z
0.98915,-1.1383,0,8.0542,6.7376,0
2.0808,-1.7461,0,8.0817,6.8029,0
0.92061,-1.5734,0,7.8627,6.6164,0
0.061433,-2.0489,0,7.5728,6.6991,0
0.51526,-4.1687,0,7.732,6.7186,0
0.050994,-3.2574,0,7.788,6.6347,0
-1.1979,-3.5186,0,7.7299,6.8351,0
-1.9967,-4.4242,0,7.4709,6.8086,0
-0.92874,-3.2497,0,7.3157,6.7297,0
-0.018475,-1.7904,0,7.5458,6.5659,0
-0.20825,-4.0756,0,7.4297,6.5401,0
-0.7953,-0.85561,0,7.2061,6.7374,0
-3.0267,-2.9165,0,6.9239,6.7629,0
-2.1376,-2.145,0,6.943,6.6215,0
-2.0551,-1.7862,0,6.9111,6.6568,0
-0.78237,-1.8324,0,7.0544,6.7615,0
-2.2135,-0.22587,0,7.1454,6.5774,0
-1.7366,-1.8162,0,7.1854,6.5969,0
-2.9438,-3.4702,0,6.5471,6.5,0
-2.5223,-2.4637,0,6.5745,6.5442,0
-1.7337,-3.2337,0,6.7213,6.5371,0
1.0016,-1.6201,0,8.4612,6.7266,0
0.57041,-1.8223,0,8.3901,6.5958,0
1.3332,-2.6563,0,8.3112,6.5945,0
2.0076,-2.0589,0,8.5516,6.7717,0
1.0563,-1.8596,0,8.2959,6.6959,0
2.2157,-3.3391,0,8.6904,6.7303,0
2.2446,-3.9238,0,8.897,6.5124,0
2.0674,-2.1588,0,8.6918,6.617,0
3.0359,-1.8518,0,8.7388,6.6175,0
3.0376,-3.0236,0,9.1274,6.5049,0
3.2338,-3.0589,0,9.0675,6.5504,0
1.016,-2.9566,0,8.1361,6.2599,0
3.2408,-2.8156,0,8.2115,6.1542,0
1.9158,-3.7599,0,8.1277,6.2632,0
0.9375,-3.3017,0,8.009,6.457,0
1.9059,-3.9048,0,8.1389,6.4548,0
1.8622,-1.3543,0,7.7583,6.1243,0
