0.7043,0.04615,0.02214,2.252,0.008699,0.01505
1.122,-0.05557,-0.05286,2.251,0.008281,0.02555
1.748,0.01373,0.01575,2.255,0.03177,0.03486
0.6533,-0.03075,0.1225,2.301,0.01076,0.01356
0.8606,-0.2418,0.03675,2.293,0.04396,0.0147
1.999,-0.1986,0.04515,2.258,0.02857,0.05068
1.639,-0.07837,0.05567,2.285,0.0258,0.06669
1.991,-0.07006,0.04842,2.265,0.06625,0.06029
1.966,-0.1302,0.08783,2.261,0.07359,0.06589
1.988,-0.09752,0.09386,2.28,0.04297,0.06027
0.8252,-0.428,-0.1102,2.263,0.1147,0.01635
1.465,-0.1165,0.1845,2.274,0.08652,0.02649
1.092,-0.6032,-0.03377,2.299,0.125,0.0221
1.422,-0.4001,0.06067,2.285,0.1501,0.03406
1.444,-0.3875,0.08409,2.303,0.1344,0.03428
1.825,-0.1908,-0.008653,2.285,0.07901,0.0387
2.022,-0.1299,0.08234,2.27,0.09471,0.06854
1.881,-0.2875,0.119,2.264,0.1427,0.05149
1.958,-0.1629,0.1463,2.284,0.1323,0.0682
1.928,-0.2133,0.1051,2.302,0.1297,0.06391
2.039,-0.09441,0.1751,2.3,0.03371,0.08621
1.977,-0.1128,0.06658,2.268,0.05324,0.08626
2.012,-0.0903,0.1312,2.294,0.0721,0.09052
1.836,-0.0505,0.282,2.286,0.02224,0.1318
1.992,-0.077,0.09398,2.253,0.07188,0.1157
1.985,-0.08196,0.1263,2.259,0.0679,0.1187
1.986,-0.03571,0.125,2.289,0.06748,0.1231
1.998,-0.1414,0.1281,2.274,0.1142,0.07698
1.99,-0.1502,0.1502,2.29,0.1069,0.1102
2.013,-0.1426,0.2092,2.298,0.1315,0.1069
1.979,-0.1729,0.1844,2.291,0.138,0.1041
2.004,-0.05136,0.1694,2.254,0.09643,0.1325
1.99,-0.1002,0.1749,2.273,0.09256,0.1179
1.979,-0.098,0.174,2.261,0.1167,0.1421
1.987,-0.1579,0.1692,2.302,0.1432,0.1163
1.598,-0.1176,-0.007517,2.323,0.02104,0.03816
1.27,-0.2247,0.02912,2.365,0.03092,0.02386
0.9075,-0.2414,0.2355,2.327,0.07102,0.0165
1.49,-0.06059,0.03564,2.371,0.04032,0.0225
1.88,-0.1378,0.1275,2.32,0.03057,0.06172
